method,split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,stress_level
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,0,96,0.0742000000,0.6145833333,0.5359055280,0.4994140000,0.2294527880,0.4612797524,0.0866901952,0.2115298333,0.1412603399,0.0965154446,0.7037579527,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,1,96,0.0742000000,0.7083333333,0.6306811006,0.5002680000,0.2300577880,0.4621055774,0.0854020452,0.2105713333,0.1417487001,0.0968971246,0.7042739727,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,2,96,0.0742000000,0.7604166667,0.6831416733,0.5011220000,0.2306627880,0.4629314024,0.0848638952,0.2101961667,0.1422370602,0.0972788046,0.7047899927,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,3,96,0.0742000000,0.6875000000,0.6086572459,0.5019760000,0.2312677880,0.4637572274,0.0865757452,0.2115710000,0.1427254204,0.0976604846,0.7053060127,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,4,96,0.0742000000,0.6875000000,0.6082240685,0.5028300000,0.2318727880,0.4645830524,0.0869750952,0.2119250000,0.1432137805,0.0980421646,0.7058220327,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,5,96,0.0742000000,0.7500000000,0.6712633911,0.5036840000,0.2324777880,0.4654088774,0.0862494452,0.2114040000,0.1437021407,0.0984238446,0.7063380527,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,6,96,0.0742000000,0.7291666667,0.6513135337,0.4905310000,0.2330827880,0.4662347024,0.0810207952,0.2120496667,0.1441905008,0.0988055246,0.7057335127,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,7,96,0.0742000000,0.7500000000,0.6684705535,0.4913850000,0.2336877880,0.4530535274,0.0810451452,0.2121120000,0.1449309870,0.0991872046,0.7062495327,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,8,96,0.0742000000,0.7187500000,0.6363011262,0.4922390000,0.2342927880,0.4538793524,0.0820069952,0.2129035000,0.1454193471,0.0995688846,0.7067655527,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,drawer_pull_with_stiction,9,96,0.0742000000,0.6875000000,0.6041316988,0.4930930000,0.2348977880,0.4547051774,0.0829688452,0.2136950000,0.1459077073,0.0999505646,0.7072815727,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,0,96,0.1174000000,0.6979166667,0.6103053881,0.4967460000,0.2377242360,0.4583168517,0.0877681965,0.2144821667,0.1506698873,0.1010169878,0.6984842258,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,1,96,0.1174000000,0.6979166667,0.6098612298,0.4976210000,0.2383442360,0.4591631517,0.0881775965,0.2148451667,0.1511705539,0.1014079078,0.6990130258,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,2,96,0.1174000000,0.7187500000,0.6305745715,0.4984960000,0.2389642360,0.4600094517,0.0882119965,0.2149165000,0.1516712205,0.1017988278,0.6995418258,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,3,96,0.1174000000,0.7083333333,0.6195516632,0.4993710000,0.2395842360,0.4608557517,0.0888088965,0.2154253333,0.1521718871,0.1021897478,0.7000706258,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,4,96,0.1174000000,0.6562500000,0.5642527749,0.4862390000,0.2402042360,0.4617020517,0.0901557965,0.2165175000,0.1526725537,0.1025806678,0.6994788658,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,5,96,0.1174000000,0.6458333333,0.5553109065,0.4871140000,0.2408242360,0.4625483517,0.0907526965,0.2170263333,0.1451692203,0.1029715878,0.7000076658,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,6,96,0.1174000000,0.7395833333,0.6521165182,0.4879890000,0.2414442360,0.4633946517,0.0894745965,0.2100738333,0.1456698869,0.1033625078,0.7005364658,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,7,96,0.1174000000,0.7083333333,0.6199361099,0.4888640000,0.2420642360,0.4642409517,0.0904464965,0.2108743333,0.1461705535,0.1037534278,0.7010652658,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,8,96,0.1174000000,0.6979166667,0.6053458988,0.4897390000,0.2426842360,0.4510802517,0.0910433965,0.2113831667,0.1469233461,0.0981413478,0.7015940658,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,drawer_pull_with_stiction,9,96,0.1174000000,0.7395833333,0.6472167405,0.4906140000,0.2433042360,0.4519265517,0.0907027965,0.2111628333,0.1474240127,0.0985322678,0.7021228658,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,0,96,0.1462000000,0.6250000000,0.5256516184,0.4921920000,0.2496018680,0.4507405346,0.0928621308,0.2144440000,0.1538127544,0.0993128299,0.6992952479,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,1,96,0.1462000000,0.5416666667,0.4405591586,0.4931020000,0.2502468680,0.4516209596,0.0947882808,0.2159886667,0.1543339318,0.0997191499,0.6998453479,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,2,96,0.1462000000,0.6875000000,0.5933278998,0.4940120000,0.2408868680,0.4528515596,0.0918890808,0.2143250000,0.1543985810,0.0999653899,0.7009957479,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,3,96,0.1462000000,0.6979166667,0.6034441899,0.4949220000,0.2415318680,0.4537319846,0.0921277308,0.2145571667,0.1549197583,0.1003717099,0.7015458479,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,4,96,0.1462000000,0.6562500000,0.5606667301,0.4958320000,0.2421768680,0.4546124096,0.0933038808,0.2155185000,0.1554409357,0.1007780299,0.7020959479,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,5,96,0.1462000000,0.6250000000,0.5285880802,0.4827350000,0.2428218680,0.4554928346,0.0942925308,0.2163340000,0.1479581130,0.1011843499,0.6935214879,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,6,96,0.1462000000,0.7395833333,0.6444918703,0.4836450000,0.2434668680,0.4563732596,0.0926561808,0.2151078333,0.1484792904,0.1015906699,0.6940715879,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,7,96,0.1462000000,0.6041666667,0.5065056605,0.4845550000,0.2441118680,0.4572536846,0.0955198308,0.2173816667,0.1490004677,0.1019969899,0.6946216879,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,8,96,0.1462000000,0.6354166667,0.5377794506,0.4854650000,0.2447568680,0.4581341096,0.0953834808,0.2173221667,0.1495216451,0.1024033099,0.6951717879,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,drawer_pull_with_stiction,9,96,0.1462000000,0.7187500000,0.6219469908,0.4863750000,0.2454018680,0.4590145346,0.0943096308,0.2165335000,0.1500428224,0.1028096299,0.6957218879,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,0,96,0.1642000000,0.6458333333,0.5482675170,0.4891050000,0.2444603880,0.4532954864,0.0923272272,0.2167143333,0.1549153987,0.1006945662,0.6994487767,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,1,96,0.1642000000,0.6250000000,0.5266695190,0.4899730000,0.2450753880,0.4541349614,0.0931082772,0.2173660000,0.1554119632,0.1010824062,0.6919693167,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,2,96,0.1642000000,0.7916666667,0.6954890210,0.4908410000,0.2456903880,0.4549744364,0.0905143272,0.2153926667,0.1559085276,0.1014702462,0.6924938567,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,3,96,0.1642000000,0.6250000000,0.5257885230,0.4917090000,0.2463053880,0.4558139114,0.0939203772,0.2180860000,0.1564050921,0.1018580862,0.6930183967,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,4,96,0.1642000000,0.6354166667,0.5359267750,0.4925770000,0.2469203880,0.4566533864,0.0941389272,0.2183001667,0.1569016565,0.1022459262,0.6935429367,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,5,96,0.1642000000,0.6145833333,0.5163697970,0.4934450000,0.2475353880,0.4574928614,0.0949199772,0.2129488333,0.1573982210,0.1026337662,0.6940674767,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,6,96,0.1642000000,0.6666666667,0.5709040890,0.4943130000,0.2481503880,0.4583323364,0.0943885272,0.2125796667,0.1498907854,0.1030216062,0.6945920167,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,7,96,0.1642000000,0.6145833333,0.5175698410,0.4951810000,0.2487653880,0.4591718114,0.0957320772,0.2136688333,0.1503873499,0.1034094462,0.6951165567,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,8,96,0.1642000000,0.6562500000,0.5574833630,0.4820420000,0.2493803880,0.4600112864,0.0953881272,0.2134455000,0.1508839143,0.1037972862,0.6945205367,0.0000000000
retrieved_context_behavior_clone,combined_stress,compliance_shift,drawer_pull_with_stiction,9,96,0.1642000000,0.7083333333,0.6099366150,0.4829100000,0.2499953880,0.4608507614,0.0948566772,0.2130763333,0.1513804788,0.1041851262,0.6950450767,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,0,96,0.1858000000,0.6145833333,0.5093763482,0.4803560000,0.2520736120,0.4555108236,0.1002486528,0.2137018333,0.1542061177,0.1027789778,0.6901880633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,1,96,0.1858000000,0.6875000000,0.5829651383,0.4812660000,0.2527186120,0.4563912486,0.0993623028,0.2130590000,0.1547272951,0.1031852978,0.6907381633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,2,96,0.1858000000,0.6562500000,0.5543682285,0.4821760000,0.2533636120,0.4572716736,0.0943479528,0.2138745000,0.1552484724,0.1035916178,0.6912882633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,3,96,0.1858000000,0.6041666667,0.5010120186,0.4830860000,0.2540086120,0.4581520986,0.0957116028,0.2149816667,0.1557696498,0.1039979378,0.6918383633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,4,96,0.1858000000,0.7083333333,0.6063370587,0.4839960000,0.2546536120,0.4590325236,0.0942627528,0.2139013333,0.1562908271,0.1044042578,0.6923884633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,5,96,0.1858000000,0.7187500000,0.6164533489,0.4849060000,0.2552986120,0.4599129486,0.0945014028,0.2141335000,0.1568120045,0.1048105778,0.6929385633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,6,96,0.1858000000,0.6979166667,0.5912660863,0.4858160000,0.2559436120,0.4467863736,0.0953025528,0.2148031667,0.1575853078,0.1052168978,0.6934886633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,7,96,0.1858000000,0.6041666667,0.4955948764,0.4867260000,0.2565886120,0.4476667986,0.0974162028,0.2164936667,0.1581064852,0.1056232178,0.6940387633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,8,96,0.1858000000,0.5833333333,0.4739749165,0.4876360000,0.2572336120,0.4485472236,0.0982173528,0.2171633333,0.1586276625,0.1060295378,0.6945888633,0.0000000000
retrieved_context_behavior_clone,combined_stress,occluded_contact_shift,drawer_pull_with_stiction,9,96,0.1858000000,0.6354166667,0.5264062067,0.4885460000,0.2578786120,0.4494276486,0.0977060028,0.2168121667,0.1591488399,0.1064358578,0.6951389633,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,0,96,0.2074000000,0.6250000000,0.5175878625,0.4900490000,0.2558818360,0.4546323357,0.0980747285,0.2180380000,0.1598173006,0.1061105094,0.6887910098,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,1,96,0.2074000000,0.6458333333,0.5363365638,0.4769240000,0.2565068360,0.4554854607,0.0981124785,0.2181123333,0.1603220693,0.1065045094,0.6882035098,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,2,96,0.2074000000,0.6458333333,0.5358887452,0.4778060000,0.2571318360,0.4563385857,0.0985252285,0.2184783333,0.1608268381,0.1068985094,0.6887365698,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,3,96,0.2074000000,0.6354166667,0.5248621766,0.4786880000,0.2577568360,0.4571917107,0.0991254785,0.2189901667,0.1613316068,0.1072925094,0.6892696298,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,4,96,0.2074000000,0.6562500000,0.5455718580,0.4795700000,0.2583818360,0.4580448357,0.0991632285,0.2190645000,0.1618363756,0.1016835094,0.6898026898,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,5,96,0.2074000000,0.6666666667,0.5577838293,0.4804520000,0.2590068360,0.4588979607,0.0993884785,0.2192846667,0.1543371443,0.1020775094,0.6903357498,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,6,96,0.2074000000,0.6354166667,0.5240734780,0.4813340000,0.2596318360,0.4457440857,0.1003637285,0.2140851667,0.1550940391,0.1024715094,0.6908688098,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,7,96,0.2074000000,0.6666666667,0.5553619093,0.4822160000,0.2602568360,0.4465972107,0.1002139785,0.2140136667,0.1555988078,0.1028655094,0.6914018698,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,8,96,0.2074000000,0.6041666667,0.4914415907,0.4830980000,0.2608818360,0.4474503357,0.1017517285,0.2152546667,0.1561035766,0.1032595094,0.6919349298,0.0000000000
retrieved_context_behavior_clone,combined_stress,actuator_lag_shift,drawer_pull_with_stiction,9,96,0.2074000000,0.7083333333,0.6019099732,0.4839800000,0.2515018360,0.4486536357,0.0995891285,0.2141623333,0.1561518172,0.1034934294,0.6930682898,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,0,96,0.2290000000,0.6458333333,0.5274884949,0.4798030000,0.2635400600,0.4441620979,0.1013658042,0.2191833333,0.1639343849,0.1044426410,0.6881678364,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,1,96,0.2290000000,0.6354166667,0.5164582659,0.4806920000,0.2641700600,0.4450220479,0.1019694042,0.2196981667,0.1644432558,0.1048397210,0.6887051564,0.0000000000
