split,regime,task,seed,episodes,success_rate,mechanism_precision,incompatible_retrieval_rate,damage_rate,recovery_success,query_cost,calibration_error,ablation,interpretation
combined_stress,source_matched,drawer_pull_with_stiction,0,84,0.642857,0.620784,0.100784,0.057454,0.583243,0.232744,0.074273,full_mechanism_retrieval,all components
combined_stress,source_matched,drawer_pull_with_stiction,1,84,0.690476,0.621600,0.101390,0.056943,0.584128,0.232469,0.074676,full_mechanism_retrieval,all components
combined_stress,source_matched,drawer_pull_with_stiction,2,84,0.690476,0.622416,0.101996,0.049380,0.585013,0.232861,0.067075,full_mechanism_retrieval,all components
combined_stress,source_matched,drawer_pull_with_stiction,3,84,0.726190,0.623232,0.102602,0.049107,0.585898,0.232753,0.067478,full_mechanism_retrieval,all components
combined_stress,source_matched,drawer_pull_with_stiction,4,84,0.738095,0.624048,0.103208,0.049311,0.586782,0.232978,0.067881,full_mechanism_retrieval,all components
combined_stress,source_matched,drawer_pull_with_stiction,5,84,0.738095,0.624864,0.103814,0.049752,0.587667,0.233370,0.068284,full_mechanism_retrieval,all components
combined_stress,source_matched,drawer_pull_with_stiction,6,84,0.785714,0.625680,0.104420,0.049241,0.588552,0.233096,0.068687,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,0,84,0.678571,0.628265,0.106399,0.053457,0.566879,0.236641,0.070754,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,1,84,0.726190,0.629081,0.107005,0.052946,0.567764,0.236366,0.071156,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,2,84,0.642857,0.629897,0.107611,0.055054,0.568649,0.237925,0.071559,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,3,84,0.642857,0.614705,0.108217,0.055495,0.569534,0.238317,0.071962,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,4,84,0.726190,0.615521,0.108823,0.054270,0.552409,0.237542,0.072365,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,5,84,0.738095,0.616337,0.109429,0.054473,0.553294,0.237768,0.072768,full_mechanism_retrieval,all components
combined_stress,source_matched,peg_insert_contact_search,6,84,0.714286,0.617153,0.098029,0.054490,0.554659,0.230489,0.072955,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,0,84,0.678571,0.621757,0.103780,0.052876,0.596741,0.237481,0.071589,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,1,84,0.690476,0.622557,0.104374,0.053070,0.597608,0.237698,0.071984,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,2,84,0.547619,0.623357,0.104968,0.056360,0.598476,0.240082,0.072378,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,3,84,0.654762,0.624157,0.105562,0.054650,0.599343,0.238966,0.072773,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,4,84,0.642857,0.624957,0.106156,0.055321,0.600210,0.239517,0.073168,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,5,84,0.607143,0.625757,0.106750,0.056467,0.601077,0.232397,0.073562,full_mechanism_retrieval,all components
combined_stress,source_matched,cable_route_around_hook,6,84,0.666667,0.626557,0.107344,0.055709,0.601945,0.231948,0.073957,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,0,84,0.714286,0.617118,0.101419,0.052317,0.588624,0.238130,0.072685,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,1,84,0.619048,0.617902,0.102001,0.054645,0.589474,0.239839,0.073071,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,2,84,0.678571,0.618686,0.102583,0.053878,0.590323,0.231378,0.073458,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,3,84,0.690476,0.619470,0.103165,0.054064,0.591173,0.231587,0.073844,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,4,84,0.607143,0.620254,0.103747,0.056154,0.592023,0.233130,0.074231,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,5,84,0.583333,0.621038,0.104329,0.057054,0.592872,0.233839,0.074617,full_mechanism_retrieval,all components
combined_stress,source_matched,cloth_slide_over_edge,6,84,0.738095,0.621822,0.104911,0.054382,0.593722,0.232049,0.067000,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,0,84,0.690476,0.622868,0.101731,0.056588,0.554790,0.231717,0.073926,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,1,84,0.726190,0.623692,0.102343,0.056320,0.555683,0.231613,0.074333,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,2,84,0.738095,0.624516,0.102955,0.048524,0.556577,0.231843,0.066736,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,3,84,0.809524,0.625340,0.103567,0.047541,0.557471,0.231239,0.067143,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,4,84,0.773810,0.626164,0.104179,0.048701,0.558364,0.232135,0.067550,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,5,84,0.750000,0.626988,0.104791,0.049623,0.559258,0.232864,0.067957,full_mechanism_retrieval,all components
combined_stress,source_matched,twist_lid_with_force_limit,6,84,0.738095,0.627812,0.105403,0.050307,0.560151,0.233427,0.068364,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,0,84,0.642857,0.610411,0.116628,0.058706,0.590295,0.236407,0.070499,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,1,84,0.761905,0.611251,0.117252,0.056780,0.573198,0.235144,0.070914,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,2,84,0.726190,0.612091,0.117876,0.057949,0.574109,0.236048,0.071329,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,3,84,0.678571,0.612931,0.106494,0.058456,0.575500,0.237119,0.071528,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,4,84,0.726190,0.613771,0.107118,0.057958,0.576411,0.236856,0.071943,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,5,84,0.690476,0.614611,0.107742,0.059127,0.577322,0.237760,0.072359,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,drawer_pull_with_stiction,6,84,0.702381,0.615451,0.108366,0.059344,0.578233,0.237998,0.072774,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,peg_insert_contact_search,0,84,0.702381,0.616548,0.109229,0.060589,0.554931,0.239299,0.074077,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,peg_insert_contact_search,1,84,0.761905,0.617388,0.109853,0.059853,0.555842,0.238869,0.074492,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,peg_insert_contact_search,2,84,0.702381,0.618228,0.110477,0.061498,0.556753,0.240107,0.074907,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,peg_insert_contact_search,3,84,0.714286,0.619068,0.111101,0.061715,0.557664,0.240344,0.075322,full_mechanism_retrieval,all components
combined_stress,friction_mismatch,peg_insert_contact_search,4,84,0.642857,0.619908,0.111725,0.063598,0.558575,0.241748,0.075737,full_mechanism_retrieval,all components
